tweet,category
"RT @NYPD67Pct: Excellent joint effort by your Neighborhood Safety Team, Public Safety Team, &amp; Patrol! They arrested an individual drinking…",normal
"🚨WANTED for RECKLESS ENDANGERMENT: Do you know this guy? On 4/13/22 at approx 4:10 AM, in the vicinity of 115 Ave and 221 St in Queens, the suspect discharged a handgun toward a house causing damage. Any info? DM @NYPDTips, or anonymously call 800-577-TIPS. https://t.co/fU4gV7Eghn",normal
"🚨WANTED for ASSAULT: Do you know this guy? On 4/15/22 at approx 12:15 AM, in the vicinity of 44 St and 9 Ave in Manhattan, the suspect approached a 24-year-old male, displayed a sharp object and stabbed him in the torso. Any info? DM @NYPDTips or call 800-577-TIPS. https://t.co/pk1EsFOlil",Assault
"RT @NYPD104Pct: If your thinking about riding a dirt bike or ATV on NYC streets, THINK AGAIN! Our Officers are out keeping neighborhoods sa…",normal
"""The subways have to be safe, and they will be safe,"" said @NYPDPC, as she joined @NYCMayor to speak with @GStephanopoulos about fighting crime on @ThisWeekABC. https://t.co/evro9l4rLQ",normal
"To all those who are celebrating today, in NYC and around the world, we wish you a safe and #HappyEaster. https://t.co/FyyGZX0Wjb",normal
"What are you doing tonight? Did you know Saturday Night Lights is back? There are locations in every borough where kids can enjoy their night.

For a list of locations by borough:
https://t.co/SENw7v9E4F https://t.co/80KD6jTIBi",normal
"Anna Sorokin, aka Anna Delvey, came to NYC in 2014 &amp; quickly became a fixture in the downtown social scene. In 2017, she was indicted on an array of financial &amp; fraud-based crimes. Listen as the NYPD detective who led the investigation explains her crimes.
https://t.co/YY2yOoXkwu https://t.co/sDrModaITU",normal
RT @NYPD7Pct: At 3:14AM we received a 911 call for shots fired at Delancey&amp;Ludlow.Responding Officers did a phenomenal job quickly gatherin…,normal
"This week, officers from @NYPDPSA1 and @NYPD60pct teamed up to conduct an operation to remove unregistered and uninsured motorcycles/mopeds from the Marlboro Houses in Brooklyn. https://t.co/Q75T9vSBED",normal
"RT @ThisWeekABC: EXCLUSIVE: Following the Brooklyn subway shooting, @NYCMayor and @NYPDPC join @GStephanopoulos to discuss developments in…",Shooting
"🚨WANTED for CRIMINAL MISCHIEF: Know him? On 4/6/22 at approx. 11:05 AM, at a children's day care located at 2734 Victory Blvd on Staten Island, the suspect intentionally broke two windows before fleeing eastbound on Victory Blvd. Any info? DM @NYPDTips, or call 800-577-TIPS. https://t.co/nctwCLfYUL",normal
"RT @NYPDFIRSTDEP: On #OpeningDay at @CitiField, the @Mets honored our @NYPD32Pct fallen heroes, Detectives Rivera and Mora, by welcoming th…",normal
"This evening mark's the beginning of Passover - a time for hope and rebirth. To all those celebrating tonight, Chag Sameach! https://t.co/DDIlVcsRtW",normal
RT @NYPDPC: The roar of the crowd as Dominique Rivera and Amalia Mora walked onto the pitcher’s mound exemplifies the support for NY’s Fine…,normal
"Planning on driving around the New York City this weekend?

Stay one step ahead of the traffic by checking out our weekend traffic advisory.

https://t.co/ftREHCATx9 https://t.co/fr7BOkqSAV",normal
"RT @NYPD9Pct: Precision, awareness, courage; some of the attributes exhibited by Officer Murphy and Officer Texeira of your public safety t…",normal
"RT @NYPDPC: The relentless work of @NYPDDetectives has led to the arrest of a 17-year-old male, who has been charged with assault as a hate…",Arrest
"Today starts the 2022 @NYAutoShow at the @javitscenter. If you're in attendance, you may see our newest electric vehicle as we move to a greener fleet, the @Ford Mustang Mach-E.

Stop by and say hello! https://t.co/iDClnRYcvs",normal
"On Tuesday afternoon, Officer Healy &amp; Sergeant Debellis from @NYPDCentralPark observed a woman in distress in the Central Park Reservoir. They quickly jumped into action and helped get her to safety. 

Watch the body-worn camera footage of this heroic water rescue. https://t.co/BZKJrkRIK5",normal
"RT @NYPD23Pct: You saw something, you said something. Officers Parker and Bergmann took care of the rest. This loaded gun and the young man…",normal
"🚨WANTED for RECKLESS ENDANGERMENT: 
On 4/7/22 at 10:05 PM, at 64 Sherif S Byrd Place in the Bronx, the suspect produced a handgun, fired one round, and then fled on foot. Have any info? DM @NYPDTips, or call 800-577-TIPS. https://t.co/y8DTon6mWk",normal
"🚨WANTED for SEX ABUSE: On 3/31/22 at 2:10 AM, in front of 9511 Church Ave in Bklyn, the suspect slapped a 59-year-old woman's face, knocked her to the ground &amp; proceeded to sexual abuse her before fleeing. Any info? DM @NYPDTips, or call 800-577-TIPS. https://t.co/AKQEy5qXqu",Abuse
"In partnership with @nycpolicefdtn, @lajaraband &amp; @NYPDCommAffairs, the youth experienced a fun-filled event last week with workshops &amp; live salsa music. Officers &amp; students had an opportunity to build existing relationships &amp; forged new ones through the power of music. https://t.co/ZlN7lCk8xE",normal
"Recently there have been questions regarding the operability of some cameras located inside the train station in Brooklyn, where Tuesday's shooting occurred. We want to share the following information. https://t.co/IGnl2pE3Se",Shooting
"Today marks 50 years since the shooting that took Patrolman Philip Cardillo's life. With another generation of @NYPD28Pct officers walking the same beat that he once did, they carry with them his story - a living memory of his heroism &amp; service to our city. We vow to #NeverForget https://t.co/WPongkvSzr",Shooting
"For the last 6 weeks, NYers have taken part in a community training program to gain a deeper understanding of NYPD policies &amp; activities. They marked the end of their training last night at One Police Plaza.
 
If you're interested in how to apply, visit:
https://t.co/yNvZHny1OQ https://t.co/3tAwM0ZQR0",normal
"Welcome to the NYPD.

800 new recruits swore an oath today to protect this city, it’s residents and it’s visitors. Over the next 6 months they will undergo intense training to prepare them to honor that pledge. https://t.co/B8XsSrdAvO https://t.co/AkGmVJGpsK",normal
"RT @NYPDTraining: “I could’ve been on the road to Rikers Island but instead I’m on the road to College”
Listen to 18 year old Gabriel Jarvi…",normal
"@TaniaMenai @NYPD104Pct If observed, you can call 911 or your local precinct. To find your local precinct, follow this link: https://t.co/NfA6iEQoe7",normal
"Yesterday morning, officers from the @NYPD104Pct observed multiple individuals driving these scooters recklessly on Metropolitan Ave in Queens and conducted a stop. On top of confiscating the scooters, officers discovered that one was stolen and placed the operator under arrest. https://t.co/6H6sxdOtSM",Arrest
"RT @NYPDPSA3: Another illegal firearm was taken off the streets of Brooklyn from our Special Operations Lieutenant, Neighborhood Coordinati…",normal
"Here is a closer look at the suspects. Again, if you have any information, please DM @NYPDTips, or anonymously call 800-577-TIPS. https://t.co/veW0o12hGj",normal
"🚨WANTED for ASSAULT: Do you know these guys? On 4/12/22 at approx. 4:20 PM, in front of 471 Gates Ave in Brooklyn, the suspects discharged firearms multiple times striking three males before fleeing southbound on Nostrand Ave. Any info? DM @NYPDTips, or call 800-577-TIPS. https://t.co/hsAX2uwBFa",Assault
"🚨WANTED for a ROBBERY: Have you seen them? On 4/3/22 at 2 PM, inside of 124 W. Fordham Rd, four individuals approached a 16-year-old male &amp; forcibly removed $80 from his wallet at knifepoint. Have any info? DM @NYPDTips, or call 800-577-TIPS. https://t.co/d9fgg2M7h2",Robbery
"After months of rigorous academics, physical training &amp; tactics, 608 officers graduated from the Police Academy &amp; are ready to hit the streets. Behind their uniform are individuals who answered the call to service &amp; are committed to making this city a safer place. https://t.co/1Jin3TiJuJ",normal
"Thanks to the outpouring of tips by the public &amp; the tireless work of NY's Finest &amp; our law enforcement partners, Frank Robert James was taken into custody. The investigative work continues. If you were on the N train during yesterday's shooting, call @NYPDTips at 800-577-TIPS. https://t.co/KnosU99kxl",Arrest
RT @NYPDPC: Frank Robert James had nowhere else to run or hide — and is now in NYPD custody. The work of our detectives is second to none a…,Arrest
Watch as @nycmayor and NYPD Executives provide an update on yesterday’s shooting incident in Brooklyn. https://t.co/x1QIRLVuXt,Shooting
#HappeningSoon: A briefing in regard to this yesterday’s shooting in Brooklyn. https://t.co/ebNRKiXlhW,Shooting
Congratulations to the NYPD April class of 2022! https://t.co/pefRiRmPkp,normal
"Frank Robert James is WANTED in connection with firing numerous gunshots inside of a subway car causing serious injuries to 10 victims. There's a reward up to $50,000 for info leading to the arrest &amp; indictment of this person. Any info contact @NYPDTips or call 1-800-577-TIPS. https://t.co/KishVISIW1",Arrest
Join us for the graduation ceremony of NYC’s newest protectors. https://t.co/1wri2D63cE,normal
"Lots of family and friends are excited for the NYPD graduation that will happen at 11am here at @TheGarden. Can’t make it? Don’t worry, we’ll be streaming the ceremony live. https://t.co/g5ghIJKpX1",normal
"RT @NYPDPC: A morning subway ride on the “A” line with @NYPDFIRSTDEP Edward Caban, and @NYPDChiefOfDept Ken Corey heading to our recruit gr…",normal
"On 4/12/22 at 8:30 AM, Frank Robert James fired numerous gun shots inside an ""N"" line subway car at 36th St &amp; 4th Ave subway station causing serious injuries to 10 people. Anyone with info about the incident or his whereabouts should contact @NYPDTips or call 1-800-577-TIPS. https://t.co/MaeF16i4bX",normal
"🚨WANTED for an ASSAULT: Recognize them? On 3/11/22 at 11:38 PM, four males exchanged gun fire in front of 727 E. 213 St in the Bronx. A 31-year-old man suffered a gunshot wound to his right thigh during the shooting. Have any info? DM @NYPDTips, or anonymously call 800-577-TIPS. https://t.co/peEINkzxol",Assault
RT @NYPDDetectives: https://t.co/mUZh2cxSVj,normal
This is Frank James who is a person of interest in this investigation. Any information can be directed to @NYPDTips at 800-577-TIPS. https://t.co/yBpenmsX67,normal
NYPD executives join City and State Officials to discuss the earlier shooting incident in Brooklyn. https://t.co/4l10kjm5OK,Shooting
#HappeningSoon: A briefing in regard to this morning's shooting in Brooklyn. https://t.co/2O4pCEmuHw,Shooting
"The NYC Unified Victim Identification System (UVIS) has been activated in response to the NYPD activity near 36th St &amp; 4th Ave in Brooklyn.

If you are concerned about someone who may have been affected &amp; can't contact them, please call 311. From outside NYC, call 212-639-9675. https://t.co/Fr8Rv3NjJY",normal
RT @NYPDPC: We need the public’s help apprehending the individual responsible for shooting multiple people today on the subway in #Brooklyn…,Shooting
"@NoahShachtman This statement is factually inaccurate. Speculation, especially in the middle of a crisis, is not helpful to our investigation, the victims, or the people of NYC. The victims on the train relied on the subway moving to the next stop to get to safety, and seek help.",normal
Watch as NYPD Executives and City and State Officials provide an update on the shooting incident in Brooklyn. https://t.co/xGGlDJ6UQI,Shooting
"HAPPENING SOON: NYPD executives, along with city and state officials will provide an update on a shooting in Brooklyn. https://t.co/b57oHd8UaE",Shooting
"In regard to the multiple people shot at the 36th Street subway station in Brooklyn, there are NO active explosive devices at this time. Any witnesses are asked to call @NYPDTips at #800577TIPS. Please stay clear of the area. More provided information when available. https://t.co/8UoiCAXemB",Shooting
"ADVISORY: Due to an investigation, avoid the area of 36th Street and 4th Avenue area in Brooklyn. Expect emergency vehicles and delays in the surrounding area. https://t.co/xPIAHbtSA7",normal
"🚨WANTED for HOMICIDE: Have you seen Carlos Melendez? On 1/10/21 at approx 3:40 PM, in front of 175 Alexander Ave in the Bronx, the suspect shot an 18-year-old male in the head and neck, causing his death. Any info? DM @NYPDTips, or anonymously call 800-577-TIPS. https://t.co/L651tYfCXv",Shooting
"🚨WANTED for a BURGLARY: On 3/26/22 at 4 PM, inside of 64-35 102 St (PS 175) in Queens, the suspects spray painted various graffiti &amp; anti-black slurs throughout the classrooms. They then removed cash &amp; a gift card before fleeing. Any info? DM @NYPDTips, or call 800-577-TIPS. https://t.co/2ugPq4pN4l",Burglary
"2022 marks a new era of policing. Across this city, thousands of our officers are doing their part to keep this city safe. Through precision policing &amp; community engagement, we are suppressing violent crime &amp; taking guns off our streets. This is your NYPD - we are here for you. https://t.co/NLwImvSs69",normal
Public Safety Officers from the @NYPD62Pct recently conducted a car stop &amp; arrested a person with this defaced gun. The same man was still on probation for his last gun arrest &amp; has an extensive criminal record. Our officers remain vigilant &amp; committed to keeping our city safe. https://t.co/Lu5lpX1M4p,Arrest
"RT @NYPDDCPI: 131 ghost guns recovered in 2022 ⬆️351%

The ‘Iron Pipeline’ is being replaced by the plastic pipeline with guns assembled in…",normal
"RT @NYPD113Pct: Yesterday, your third platoon sector ‘D’, Officers Robert &amp; Langenfeld responded to a domestic dispute and removed this loa…",normal
This is the machete that was recovered on scene. https://t.co/wLue8DXLsM,normal
Watch as Chief of Department Kenneth Corey and Chief of Patrol Kathleen O'Reilly provide an update on a police involved shooting. https://t.co/CUHlYX6ImJ,Shooting
"ADVISORY: Due to a police investigation, please avoid the area of 33rd Street and Broadway in Queens. Expect traffic and emergency vehicles in the area. https://t.co/YC9m5kHF7A",normal
"RT @NYPD67Pct: After conducting a car stop, your Patrol Officers in Steady Sector C arrested an individual who was in illegal possession of…",normal
"🚨WANTED for ROBBERY: Do you know this guy? On 2/24/22 at approx 4:30 PM, in the vicinity of Broadway and Lafayette Ave in Brooklyn, the suspect approached a 34-year-old male, struck him in the head and removed his property. Any info? DM @NYPDTips, or call 800-577-TIPS. https://t.co/ixdsaNHTRo",Robbery
"#GoodMorning NYC!

Your NYPD officers are always standing at the ready, 24/7 to protect and serve all New Yorkers. https://t.co/Q3JCErtEP3",normal
"🚨WANTED for ROBBERY: Do you know this guy? On 4/5/22 at approx 6:49 AM, at the 42 St Port Authority Bus Terminal in Manhattan, the suspect approached a 67-year-old female, punched her in the head, then took her purse. Any info? DM @NYPDTips, or anonymously call 800-577-TIPS. https://t.co/Pn2F0UJPLx",Robbery
"RT @NYPD33Pct: After an investigation from our
officers, a known criminal with a
laundry list of priors was taken off
the streets—Again.

H…",normal
"RT @NYPDTraining: As training for our #NYPD recruits comes to an end after months of study, they had a chance to show off the Police Academ…",normal
UPDATE: All westbound lanes of the Belt Parkway have now been reopened. Expect residual delays in the area. https://t.co/l0msO6JHxv https://t.co/feKjjBeSxx,normal
"🚨WANTED for ROBBERY: On April 4th, at 3:22 pm, four individuals robbed and pistol-whipped a man in his apartment in the vicinity of Bolton Street and Lydig Avenue in the Bronx. The suspects left with $3,500 worth of CBD products. Have info? Contact @NYPDTips at 800-577-TIPS. https://t.co/RxhJbwgVCa",Robbery
"ADVISROY: Due to a police investigation, all westbound lanes of the Belt Parkway at Cropsey Avenue in Brooklyn are closed. Expect traffic and delays in the area. Please use an alternate route. https://t.co/nDxVgEXfqI",normal
"🚨WANTED for BANK ROBBERY: Do you know this individual? Between 04/01 and 04/08, the individual entered multiple Chase Bank locations in Queens and displayed notes demanding cash. They then fled on foot to an unknown location. Any info call or DM @NYPDTips at 800-577-TIPS. https://t.co/Wl4Qf7gjA6",Robbery
RT @NYPDTransit: It’s @Yankees opening day weekend and our canine team is ready to work. Should a baseball come sailing over the stadium wa…,normal
"RT @NYPDPC: Eight years ago, a hero NYPD officer didn’t hesitate to run into a burning building. Detective Dennis Guerra selflessly laid do…",normal
https://t.co/mABXM4VwBI,normal
Watch live at 12:30 as @NYPDPC and other NYPD executives announce a development on yesterday's shooting in the @NYPDPBBronx https://t.co/TdO4hStZ4Q,Shooting
"Every day we collaborate with our local, state, and federal partners to address gun violence and all crime conditions affecting New Yorkers with an intelligence-based approach and precision policing. https://t.co/xM8zUBkkxS",normal
Happy Saturday New York! https://t.co/wAMOQyDUPi,normal
"By utilizing public transportation, you will be able to travel throughout New York City without delay.

Avoid this weekends traffic and get to your destination on time by checking our weekend traffic advisory here:
⬇️⬇️⬇️ 

https://t.co/Q6rtshYl7l https://t.co/ut3kncUAMX",normal
Watch live as @NYPDPC and NYPD executives provide an update on a shooting in the Bronx https://t.co/N8x6P02oYk,Shooting
Watch live as @NYPDPC and NYPD executives provide an update on an investigation in the Bronx https://t.co/tWtO0wCfB2,normal
Momentarily the @NYPDPC and other NYPD executives will be providing an update on a recent homicide investigation in the @NYPDPBBronx https://t.co/lCIqWFH5be,normal
"27 dogs were rescued yesterday after being found in inhumane conditions in Brooklyn by their owner. In collaboration with the @NYPD79Pct Neighborhood Coordination Officers, the @ASPCA, &amp; Veterinary Forensic Technicians, the animals were seized &amp; are receiving the care they need. https://t.co/XrYMH8xp7M",normal
"After several months of training, kids from the @NYPDQueensNorth Community Youth Tae Kwon Do program got their promotion to Yellow Belt! On top of the training they received, officers were able to mentor &amp; positively engage with the youth while teaching them life skills. https://t.co/oZwrruRnyY",normal
"🚨WANTED for ROBBERY: On April 2nd, at 1:40 pm, shortly after a 76-year-old female withdrew money from an ATM inside of a bank located at 1 East Fordham Road, an unknown individual grabbed the victim's purse &amp; threw her to the ground. Have info? Contact @NYPDTips at 800-577-TIPS. https://t.co/tVoCQuRrNL",Robbery
Good Morning NYC https://t.co/3RVlfgcOz4,normal
"🚨WANTED for a BURGLARY: On 3/18/22 at 11:50 PM, inside of 152 W. 140 St in Manhattan, the suspect entered the storage room &amp; removed a bike, scooter, &amp; other personal possessions that had a total estimated value of $7,500. Any info? DM @NYPDTips, or call them at 800-577-TIPS. https://t.co/7INGli4top",Burglary
"Today was Gun &amp; Shield Day at the Academy for our recruits, who will be graduating soon. Beaming with pride, Deputy Inspector Clement from the @NYPD9Pct pinned his son Officer Clement who will soon be walking in his father's footsteps and wearing the same blue uniform. https://t.co/7XkkWppdu7",normal
"Today, @NYPDDetectives joined @BronxDAClark and our law enforcement partners to announce the indictment of 20 alleged G-Side/Drilly gang members for crimes including murder, non-fatal shootings, and stabbings.

Full press release:
https://t.co/o0K7pMNuQL https://t.co/xLZChNnyq8",normal
"Rain or shine, NYPD officers remain dedicated to protecting everyone in New York City. https://t.co/BLPYvq4NP3",normal
"RT @NYPD104Pct: If you see something, say something! Our Officers received a 911 call of suspicious individuals crawling under vehicles (po…",normal
"RT @NYPD23Pct: Patrolling #EastHarlem in the wee hours, Sgt Ng &amp; PO Tait spotted broken glass outside a 3rd Ave business. Investigating, th…",normal
"In the last 48 hours, your @NYPDDetectives recovered numerous ghost guns, gun parts, and ammunition, including a handgun modified to be fully automatic, in the @NYPD83Pct &amp; @NYPD77Pct as the result of extensive investigations, helping to keep the community safe from gun violence. https://t.co/KZSOFK4mG8",normal
UPDATE: All lanes have been reopened. Expect residual delays in the area. https://t.co/gTZJiZz4VD https://t.co/9eCIf2qKWk,normal
"🚨WANTED for a SEX ASSAULT &amp; ROBBERY: On 3/27/22 at 6:10 AM, in the vicinity of Clarkson St &amp; West St (Pier 40), the suspect sexually assaulted a 39-year-old woman &amp; removed her cellphone before fleeing on his bike. Have any info? DM @NYPDTips, or call them at 800-577-TIPS. https://t.co/7iUTIQsrGy",Assault
"ADVISORY: Due to a police investigation, two Brooklyn bound lanes of the Brooklyn Bridge are currently closed. Expect traffic and delays in the area. Please use an alternate route. https://t.co/TwchKK4buL",normal
"🚨WANTED for a BURGLARY PATTERN: Recognize him? On four different occasions, between 3/10/22 - 3/30/22, the suspect forcibly entered several locations in Manhattan &amp; removed property. Have any info call/DM @NYPDTips at 800-577-TIPS. All calls are anonymous. https://t.co/Yom62ZL5qq",Burglary
"When a vigilant NYer saw a man adjust what appeared to be a gun in his pants on a subway, he told an @NYCTSubway worker. Thanks to this individual's tip, 
@NYPDTransit officers located the man &amp; safely removed this illegal handgun. If you see something, always say something! https://t.co/R2RGuyPbLr",normal
"RT @NYPDPC: We will continue to provide fair, effective, and responsive policing reflecting the needs of every community we serve. But to a…",normal
"When a 4-year-old boy fell out of a 6th-floor window in the Bronx yesterday, residents tending to the boy immediately called 9-1-1. In a coordinated effort by the residents, EMS, and officers from @NYPDPSA7, the boy was rushed to the hospital &amp; is currently in stable condition. https://t.co/vk5AzVVLId",normal
"Three individuals were arrested yesterday due to the excellent police work by your @NYPD90Pct Field Intelligence Officers. Four illegal guns w/ high capacity magazines, drugs, &amp; cash were recovered. 24/7, our officers are working to keep this city safe from gun violence. https://t.co/zJellRGJj1",normal
Watch as NYPD executives discuss crime statistics and recent criminal investigations. https://t.co/k15rxZctA0,normal
"#HappeningSoon, NYPD executives will hold a briefing on crime statistics and ongoing investigations. https://t.co/d2bXssNMk0",normal
"RT @NYPD100Pct: With the rainy 🌧️ weather conditions today, please be careful while you are driving.

👀Visibility may be low. Be sure to sl…",normal
"Everybody loves a good pair of shoes, including our Mounted Unit horses. That's where Marcus comes in to maintain their foot health and comfort while patrolling our New York City streets. Check out his story. https://t.co/zcISSzKBzZ",normal
RT @NYPD72Pct: 72nd Precinct Officer Pace &amp; Officer Rashevskiy arrested a male for burglary and recovered a loaded firearm. Our officers ef…,Burglary
"🚨WANTED for ASSAULT: Do you know this guy? On 4/3/22 at approx 6:45 AM, in the vicinity of Lefferts Blvd and 95th Ave in Queens, the suspect approached a 70-year-old male and punched him in the face, unprovoked. Any info? DM @NYPDTips, or anonymously call 800-577-TIPS. https://t.co/dSCO2KC67j",Assault
"🚨WANTED for an ASSAULT: Have you seen this person? On 4/5/22 at 6:05 AM, inside the Wall Street subway station, the suspect slashed a 43-year-old man in the face and neck with a box cutter after a verbal dispute. Have any info? DM @NYPDTips, or call them at 800-577-TIPS. https://t.co/oyPBUiUyQK",Assault
"This morning, Field Intelligence Officers from the @NYPD102Pct conducted a search warrant in Queens &amp; safely removed two illegal handguns with a high-capacity magazine. Our dedicated officers are committed to keeping the community safe from gun violence. https://t.co/xN9mXfn5Fm",normal
Did you know that a person who makes horseshoes is called a farrier? Marcus is one of three that work for the NYPD. Tomorrow we will learn more about his craft and how he keeps our horses on the move. https://t.co/txDUGfqubr,normal
RT @NYPDTraining: The #NYPD Community Youth Tae Kwon Do Program lead by Officer Danny Foran of @NYPDQueensNorth focuses on engaging kids th…,normal
"RT @NYPDPC: Across the 5 boroughs, NYPD officers are dedicated to taking guns and those willing to pull the trigger out of our neighborhood…",normal
"Operating an ATV on NYC streets is not only dangerous, but it's also illegal. 

If you ride a dirt bike or ATV on a NYC street or sidewalk it will be confiscated. https://t.co/1UW8fAW9QJ",normal
RT @NYPDTransit: Transit cops walking the transit beat - both below ground &amp; above ground. From the southern end of Brooklyn to the norther…,normal
"Got a minute? 

So do car thieves who are looking for unattended cars with the keys left in them. 

Protect yourself and your property. Remember to take your keys with you, even if you're just running out for a NY minute. https://t.co/eD9dcNdjmW",normal
"Here is a closer look at the suspect. Again, if you have any information, please DM @NYPDTips, or anonymously call 800-577-TIPS. https://t.co/CGwzLhUPl9",normal
"🚨WANTED for ASSUALT: Do you know this guy? On 3/21/22 at approx 3:00 PM, in front of 2245 7 Ave in Manhattan, the suspect repeatedly struck a 60-year-old male in the head with a brick and his fists before fleeing. Any info? DM @NYPDTips, or anonymously call 800-577-TIPS. https://t.co/IeUmxJlvak",normal
"WATCH as @NYPDPC and NYPD executives provide an update into tonight’s shooting in the confines of 
@NYPD46Pct. https://t.co/tXp0GMSl6L",Shooting
"🚨WANTED for ROBBERY: Recognize him? On 3/9/22 at 6:05 AM, near 131 St &amp; Liberty Ave in Queens, the suspect pulled a pregnant 26-year-old woman's purse and forcibly pushed her, causing her to fall to the ground. Have any info? DM @NYPDTips, or call 800-577-TIPS. https://t.co/6utCMQROvM",Robbery
The individual has been found and is safe. Thank you to everyone who shared and submitted tips. https://t.co/GN9BaiV8bN,normal
"RT @NYPDFIRSTDEP: Hate in our city will never be tolerated. Following the horrific attack of a Jewish man in #Williamsburg on Friday night,…",Assault
"When a man suspected of overdosing was found unconscious &amp; struggling to breathe in Brooklyn, @NYPD60Pct officers knew they needed to act fast to save the man's life. Using their training, they administered two doses of Narcan &amp; were able to revive the man successfully. https://t.co/yxRZf0JNek",normal
RT @NYPDChiefPatrol: Taking firearms off our streets is a never ending job and these are some of the men and women who worked hard over the…,normal
"Tax season is nearly over, but scammer's are still working hard to get your money.  The @IRSnews will never call you and ask for a gift card payment, crypto-currency, or wire transfer. Remember this is a scam!

For more info go to https://t.co/eeHqTxSTIG https://t.co/mvTOiXcsy9",normal
RT @NYCMayorsOffice: Join us in Brooklyn. https://t.co/X22vumovhQ,normal
"🚨WANTED for ASSAULT: Do you know this guy? On 3/30/22 at approx 10:55 PM, inside the ""B/D"" subway station near E 188 St and Grand Concourse in the Bronx, the suspect displayed a knife and slashed a 45-year-old female on the face. Any info? DM @NYPDTips, or call 800-577-TIPS. https://t.co/gVpf96UGUj",Assault
"Dropping into the work week like our @NYPDSpecialops Scuba officers drop into the water.

#HappyMonday https://t.co/7gCzSu6AdA",normal
"Here is a closer look at the suspects. Again, if you have any information DM @NYPDTips or anonymously call 800-577-TIPS. https://t.co/LxPmE3lA5c",normal
"🚨WANTED for ASSAULT: On 4/3/22 at 12:30 AM, near Roberts Ave &amp; Hobart Ave in the Bronx, the suspects pulled a 76-year-old woman's hair &amp; forcibly swung her, causing her to fall. They then removed her purse before fleeing. Have any info? DM @NYPDTips, or call 800-577-TIPS. https://t.co/GhgEwbXPNM",Assault
"RT @NYPDauxiliary: Today, during the 33rd annual Auxiliary Interfaith Memorial Service, we paid tribute to our Auxiliary brothers and siste…",normal
"Our deepest condolences go out to the family, friends, &amp; co-workers of Lieutenant William Lebo from the Lebanon City Police Department, who was shot &amp; killed while responding to a domestic-related burglary. He had served with the department for 40 years.  

#FidelisAdMortem https://t.co/havTtimGri",Burglary
"Chess is a strategy game that brings people together &amp; helps others learn the importance of sportsmanship, problem-solving &amp; patience. Yesterday, our youth in Queens had an opportunity to learn how to play the game &amp; even challenged our @NYPD101Pct officers to a friendly match. https://t.co/qIKkcFAkrj",normal
🚨WANTED🚨for a Stabbing/Assault inside of (Tompkins Square Park (East 7 St &amp; Ave A) #Manhattan @NYPD9pct on 4/18/22@ 5:50P.M The individual used an object to stab the victim multiple times.💰Reward up to $3500 Know who he is?📱Call 1-800-577-TIPS Calls are CONFIDENTIAL! https://t.co/reJdjUQC1A,Assault
"🚨WANTED🚨For a Homicide in the vicinity of E 174 St &amp; Clay Ave #Bronx @NYPD44pct on 4/23/22@ 7:39P.M Individuals in the car discharged a firearm multiple times, striking the victim in the chest.💰Reward up to $3500 Recognize that car?📱Call 1-800-577-TIPS Calls are CONFIDENTIAL! https://t.co/xVGKlXyccY",normal
"🚨WANTED🚨for a Burglary i/o 626 Manhattan Ave #Brooklyn @NYPD94pct on 4/8/22@ 2A.M The individual made a forced entry in a grocery store with bolt cutters &amp; removed cigarettes &amp; approximately $1,000💰Reward up to $3500 Know who he is?📱Call 1-800-577-TIPS Calls are CONFIDENTIAL! https://t.co/NeYYjHK4CT",Burglary
"Just posted a video @ Manhattan, New York https://t.co/16F6rcCcQe",normal
"🚨WANTED-GRAND LARCENY 4/24/22 approx. 11AM, front of 1005 Bedford Ave @NYPD44PCT Bronx.  The suspect snatched a yarmulke from the head of a 6 year-old male victim.   Any info call us at 800-577-TIPS or post a tip anonymously to https://t.co/TRPPY5zHV2    Reward up to $3,500 https://t.co/vf0POKYKm7",normal
"🚨WANTED-Att. ROBBERY: 4/15/22 approx. 2AM, front of 135 North 6 St @NYPD94PCT Brooklyn.  Two victims were approached by the suspect &amp; others demanding their property.  The victims were attacked with a hammer.   Any info call us at 800-577-TIPS  Reward up to $3,500 https://t.co/Wp7wH2aiHZ",Robbery
RT @NYPDPC: We’re heartbroken tonight as we stand shoulder-to-shoulder with our @FDNY family mourning the tragic line-of-duty death of Fire…,normal
"WANTED FOR FORCIBLE TOUCHING: On Thursday April 14, 2022 at Approx. 6:44 P.M. inside the Shepherd Ave “C” train station @Nypd75thpct an unknown individual placed his face on a 23 year old females buttocks. .  Call us at 800-577-TIPS https://t.co/caK9WcyE8s",normal
"WANTED FOR ROBBERY:  On Monday April 18, 2022 at Approx. 4:00 A.M., inside of Motto By Hilton located at 113 W 24 St. @NYPD13Pct  a unknown individual forcibly removed a bottle of liquor from a hotel employee.  Call us at 800-577-TIPs https://t.co/jVsdPdvbR1",Robbery
"WANTED FOR AN ASSAULT:  ON Thursday April 21, 2022 at approx.. 2:38 A.M. in front of 670 Castle Hill Ave. @nypd43pct a unknown individual fired shots from a white BMW striking a 17 year old in the stomach causing serious physical injury. Call us at 800-577-TIPS https://t.co/E1iD1HBhGn",Assault
"Just posted a photo @ Brooklyn, New York https://t.co/TrCLL2kMYB",normal
